normal_consume,consumption_in_period,autoconsume,temp_max,humidity,hour,taxa_autoconsumo,hora_partida,injection_tentativa,is_sunny
0.687,0.0,0.095,13.82,96,12,0.12,1,-0.59,1
0.222,0.0,0.071,13.82,96,13,0.24,1,-0.15,1
0.228,0.0,0.029,13.82,96,14,0.11,1,-0.2,1
0.306,0.0,0.004,13.82,96,15,0.01,1,-0.3,1
0.283,0.0,0.0,12.82,96,16,0.0,1,-0.28,1
0.504,0.0,0.0,12.82,96,17,0.0,1,-0.5,1
1.494,0.0,0.0,13.82,96,18,0.0,1,-1.49,0
0.637,0.0,0.0,12.82,96,19,0.0,0,-0.64,0
0.465,0.0,0.0,13.82,96,20,0.0,0,-0.46,0
0.48,0.0,0.0,13.82,96,21,0.0,0,-0.48,0
0.0,0.729,0.0,12.82,96,22,0.0,0,-0.73,0
0.0,0.517,0.0,12.82,96,23,0.0,0,-0.52,0
0.0,0.512,0.0,13.82,96,0,0.0,0,-0.51,0
0.0,0.562,0.0,13.82,96,1,0.0,0,-0.56,0
0.0,0.264,0.0,13.82,96,2,0.0,0,-0.26,0
0.0,0.305,0.0,13.82,96,3,0.0,0,-0.3,0
0.0,0.263,0.0,13.82,93,4,0.0,0,-0.26,0
0.0,0.279,0.0,12.82,93,5,0.0,0,-0.28,0
0.0,0.275,0.0,12.82,87,6,0.0,0,-0.28,0
0.0,1.006,0.0,10.82,93,7,0.0,1,-1.01,0
0.461,0.0,0.012,10.82,90,8,0.03,1,-0.45,1
0.222,0.0,0.122,11.82,93,9,0.36,1,-0.1,1
0.284,0.0,0.115,11.82,93,10,0.29,1,-0.17,1
0.276,0.0,0.145,10.82,91,11,0.35,1,-0.13,1
0.139,0.0,0.267,10.82,93,12,0.65,1,0.13,1
0.6,0.0,0.233,10.26,90,13,0.28,1,-0.37,1
0.169,0.0,0.178,10.82,87,14,0.51,1,0.01,1
0.431,0.0,0.093,9.82,90,15,0.18,1,-0.34,1
0.337,0.0,0.058,9.82,91,16,0.14,1,-0.28,1
0.364,0.0,0.002,8.43,92,17,0.01,1,-0.36,1
2.341,0.0,0.0,8.82,89,18,0.0,1,-2.34,0
0.543,0.0,0.0,8.82,91,19,0.0,0,-0.54,0
0.65,0.0,0.0,7.82,91,20,0.0,0,-0.65,0
0.372,0.0,0.0,8.82,92,21,0.0,0,-0.37,0
0.0,0.357,0.0,8.82,92,22,0.0,0,-0.36,0
0.0,0.447,0.0,6.82,93,23,0.0,0,-0.45,0
0.0,0.277,0.0,9.82,92,0,0.0,0,-0.28,0
0.0,0.272,0.0,8.82,93,1,0.0,0,-0.27,0
0.0,0.314,0.0,8.82,93,2,0.0,0,-0.31,0
0.0,0.279,0.0,7.82,93,3,0.0,0,-0.28,0
0.0,0.313,0.0,7.82,93,4,0.0,0,-0.31,0
0.0,0.283,0.0,7.82,93,5,0.0,0,-0.28,0
0.0,0.296,0.0,5.82,92,6,0.0,0,-0.3,0
0.0,0.957,0.0,5.82,90,7,0.0,1,-0.96,0
0.358,0.0,0.088,5.82,90,8,0.2,1,-0.27,1
1.317,0.0,0.363,5.82,92,9,0.22,1,-0.95,1
0.05,0.0,0.331,7.82,89,10,0.87,1,0.28,1
0.047,0.0,0.343,8.82,85,11,0.88,1,0.3,1
0.228,0.0,0.472,8.12,81,12,0.67,1,0.24,1
0.9,0.0,0.543,9.82,76,13,0.38,1,-0.36,1
1.591,0.0,0.41,9.82,81,14,0.2,1,-1.18,1
0.145,0.0,0.212,9.82,88,15,0.59,1,0.07,1
0.314,0.0,0.063,9.82,80,16,0.17,1,-0.25,1
0.41,0.0,0.0,8.04,85,17,0.0,1,-0.41,1
2.845,0.0,0.0,6.93,88,18,0.0,1,-2.84,0
2.037,0.0,0.0,6.82,88,19,0.0,0,-2.04,0
0.498,0.0,0.0,6.77,88,20,0.0,0,-0.5,0
0.404,0.0,0.0,6.21,90,21,0.0,0,-0.4,0
0.0,0.38,0.0,5.82,90,22,0.0,0,-0.38,0
0.0,0.422,0.0,5.82,91,23,0.0,0,-0.42,0
0.0,0.435,0.0,5.1,91,0,0.0,0,-0.44,0
0.0,0.422,0.0,5.1,91,1,0.0,0,-0.42,0
0.0,0.478,0.0,4.54,92,2,0.0,0,-0.48,0
0.0,0.379,0.0,4.82,92,3,0.0,0,-0.38,0
0.0,0.269,0.0,4.82,93,4,0.0,0,-0.27,0
0.0,0.263,0.0,4.82,93,5,0.0,0,-0.26,0
0.0,0.254,0.0,4.82,93,6,0.0,0,-0.25,0
0.0,0.677,0.0,4.82,93,7,0.0,1,-0.68,0
0.301,0.0,0.022,5.34,94,8,0.07,1,-0.28,1
0.649,0.0,0.087,5.9,94,9,0.12,1,-0.56,1
0.164,0.0,0.119,7.57,95,10,0.42,1,-0.05,1
0.14,0.0,0.15,8.82,95,11,0.52,1,0.01,1
0.186,0.0,0.124,11.82,95,12,0.4,1,-0.06,1
0.158,0.0,0.126,11.82,95,13,0.45,1,-0.03,1
0.256,0.0,0.05,12.82,96,14,0.16,1,-0.21,1
0.376,0.0,0.021,11.82,96,15,0.05,1,-0.36,1
0.383,0.0,0.0,12.82,96,16,0.0,1,-0.38,1
0.379,0.0,0.0,12.82,96,17,0.0,1,-0.38,1
1.082,0.0,0.0,12.82,96,18,0.0,1,-1.08,0
2.43,0.0,0.0,12.82,96,19,0.0,0,-2.43,0
1.535,0.0,0.0,12.82,96,20,0.0,0,-1.54,0
0.893,0.0,0.0,12.82,96,21,0.0,0,-0.89,0
0.0,0.603,0.0,12.82,96,22,0.0,0,-0.6,0
0.0,0.567,0.0,13.04,96,23,0.0,0,-0.57,0
0.0,1.579,0.0,13.04,96,0,0.0,0,-1.58,0
0.0,0.517,0.0,13.82,96,1,0.0,0,-0.52,0
0.0,0.378,0.0,13.04,96,2,0.0,0,-0.38,0
0.0,0.329,0.0,13.82,96,3,0.0,0,-0.33,0
0.0,0.328,0.0,13.04,96,4,0.0,0,-0.33,0
0.0,0.319,0.0,13.04,96,5,0.0,0,-0.32,0
0.0,0.325,0.0,12.82,96,6,0.0,0,-0.32,0
0.0,0.617,0.0,12.82,96,7,0.0,1,-0.62,0
0.637,0.0,0.011,12.82,96,8,0.02,1,-0.63,1
1.361,0.0,0.05,12.82,96,9,0.04,1,-1.31,1
1.397,0.0,0.168,13.82,96,10,0.11,1,-1.23,1
0.832,0.0,0.4,13.9,96,11,0.33,1,-0.43,1
0.0,0.0,0.304,14.82,96,12,1.01,1,0.3,1
0.0,0.0,0.256,15.57,96,13,0.98,1,0.26,1
0.2,0.0,0.141,15.34,91,14,0.41,1,-0.06,1
0.197,0.0,0.171,15.34,87,15,0.46,1,-0.03,1
0.218,0.0,0.076,14.79,87,16,0.26,1,-0.14,1
0.277,0.0,0.0,14.04,88,17,0.0,1,-0.28,1
0.422,0.0,0.0,13.82,92,18,0.0,1,-0.42,0
0.606,0.0,0.0,13.82,93,19,0.0,0,-0.61,0
0.426,0.0,0.0,13.12,94,20,0.0,0,-0.43,0
0.431,0.0,0.0,13.82,95,21,0.0,0,-0.43,0
0.0,0.751,0.0,12.93,95,22,0.0,0,-0.75,0
0.0,0.492,0.0,12.93,95,23,0.0,0,-0.49,0
0.0,0.384,0.0,12.93,95,0,0.0,0,-0.38,0
0.0,0.381,0.0,12.82,95,1,0.0,0,-0.38,0
0.0,0.263,0.0,12.82,95,2,0.0,0,-0.26,0
0.0,0.304,0.0,12.82,95,3,0.0,0,-0.3,0
0.0,0.246,0.0,12.57,95,4,0.0,0,-0.25,0
0.0,0.296,0.0,12.57,95,5,0.0,0,-0.3,0
0.0,0.36,0.0,12.37,94,6,0.0,0,-0.36,0
0.0,0.248,0.0,12.37,93,7,0.0,1,-0.25,0
0.267,0.0,0.027,12.01,93,8,0.09,1,-0.24,1
0.139,0.0,0.3,12.37,94,9,0.68,1,0.16,1
0.0,0.0,0.385,13.82,89,10,1.01,1,0.38,1
0.211,0.0,0.508,14.82,82,11,0.71,1,0.3,1
0.636,0.0,0.711,15.82,71,12,0.53,1,0.07,1
0.723,0.0,0.549,15.7,67,13,0.43,1,-0.17,1
0.833,0.0,0.344,15.7,67,14,0.29,1,-0.49,1
0.567,0.0,0.384,15.15,66,15,0.4,1,-0.18,1
0.838,0.0,0.132,15.57,66,16,0.14,1,-0.71,1
0.521,0.0,0.002,15.82,68,17,0.0,1,-0.52,1
0.449,0.0,0.0,13.6,70,18,0.0,1,-0.45,0
0.373,0.0,0.0,12.88,85,19,0.0,0,-0.37,0
0.37,0.0,0.0,12.32,75,20,0.0,0,-0.37,0
0.424,0.0,0.0,11.77,76,21,0.0,0,-0.42,0
0.0,0.39,0.0,11.21,78,22,0.0,0,-0.39,0
0.0,0.473,0.0,11.21,86,23,0.0,0,-0.47,0
0.0,0.336,0.0,10.66,81,0,0.0,0,-0.34,0
0.0,0.386,0.0,10.1,80,1,0.0,0,-0.39,0
0.0,0.343,0.0,9.59,81,2,0.0,0,-0.34,0
0.0,0.329,0.0,9.59,76,3,0.0,0,-0.33,0
0.0,0.287,0.0,9.04,73,4,0.0,0,-0.29,0
0.0,0.264,0.0,8.99,75,5,0.0,0,-0.26,0
0.0,0.308,0.0,8.43,77,6,0.0,0,-0.31,0
0.0,0.664,0.0,7.88,72,7,0.0,1,-0.66,0
0.145,0.0,0.118,7.57,73,8,0.45,1,-0.03,1
0.0,0.0,0.309,7.93,68,9,1.0,1,0.31,1
0.0,0.0,0.284,8.6,66,10,1.01,1,0.28,1
0.0,0.0,0.44,9.82,60,11,1.0,1,0.44,1
0.478,0.0,0.91,10.82,54,12,0.65,1,0.43,1
0.944,0.0,0.887,12.82,51,13,0.48,1,-0.06,1
0.002,0.0,0.504,13.82,49,14,0.99,1,0.5,1
0.0,0.0,0.353,13.82,41,15,1.01,1,0.35,1
1.355,0.0,0.09,12.82,36,16,0.06,1,-1.26,1
0.582,0.0,0.0,11.82,36,17,0.0,1,-0.58,1
1.569,0.0,0.0,10.1,65,18,0.0,1,-1.57,0
1.84,0.0,0.0,9.54,69,19,0.0,0,-1.84,0
0.55,0.0,0.0,8.99,75,20,0.0,0,-0.55,0
0.385,0.0,0.0,8.43,81,21,0.0,0,-0.38,0
0.0,0.342,0.0,8.43,84,22,0.0,0,-0.34,0
0.0,0.465,0.0,7.32,83,23,0.0,0,-0.46,0
0.0,0.455,0.0,6.77,83,0,0.0,0,-0.46,0
0.0,0.305,0.0,6.21,83,1,0.0,0,-0.3,0
0.0,0.348,0.0,5.66,84,2,0.0,0,-0.35,0
0.0,0.332,0.0,5.1,87,3,0.0,0,-0.33,0
0.0,0.285,0.0,5.1,88,4,0.0,0,-0.28,0
0.0,0.301,0.0,5.01,89,5,0.0,0,-0.3,0
0.0,0.275,0.0,3.99,91,6,0.0,0,-0.28,0
0.0,1.683,0.0,4.45,91,7,0.0,1,-1.68,0
0.23,0.0,0.133,3.99,91,8,0.37,1,-0.1,1
0.0,0.0,0.299,6.82,63,9,1.0,1,0.3,1
0.0,0.0,0.294,7.93,57,10,1.01,1,0.29,1
0.0,0.0,0.3,9.59,56,11,1.0,1,0.3,1
0.0,0.0,0.301,10.82,50,12,1.0,1,0.3,1
0.0,0.0,0.37,11.26,42,13,1.0,1,0.37,1
0.0,0.0,0.295,12.82,43,14,0.98,1,0.3,1
0.0,0.0,0.307,12.82,37,15,0.99,1,0.31,1
0.152,0.0,0.136,11.82,36,16,0.47,1,-0.02,1
0.453,0.0,0.001,11.68,41,17,0.0,1,-0.45,1
0.368,0.0,0.0,9.54,51,18,0.0,1,-0.37,0
1.346,0.0,0.0,8.43,63,19,0.0,0,-1.35,0
0.444,0.0,0.0,8.43,65,20,0.0,0,-0.44,0
0.369,0.0,0.0,7.32,68,21,0.0,0,-0.37,0
0.0,0.419,0.0,6.77,65,22,0.0,0,-0.42,0
0.0,0.31,0.0,6.21,67,23,0.0,0,-0.31,0
0.0,0.351,0.0,6.12,69,0,0.0,0,-0.35,0
0.0,0.376,0.0,5.66,71,1,0.0,0,-0.38,0
0.0,0.373,0.0,5.1,76,2,0.0,0,-0.37,0
0.0,0.351,0.0,5.1,78,3,0.0,0,-0.35,0
0.0,0.361,0.0,5.1,81,4,0.0,0,-0.36,0
0.0,0.339,0.0,5.1,81,5,0.0,0,-0.34,0
0.0,0.362,0.0,5.1,82,6,0.0,0,-0.36,0
0.0,1.157,0.0,5.1,83,7,0.0,1,-1.16,0
0.291,0.0,0.171,4.54,84,8,0.37,1,-0.12,1
0.0,0.0,0.305,6.26,61,9,1.02,1,0.3,1
0.0,0.0,0.355,7.93,59,10,0.99,1,0.36,1
0.0,0.0,0.347,9.04,57,11,0.99,1,0.35,1
0.0,0.0,0.358,10.15,52,12,0.99,1,0.36,1
0.0,0.0,0.364,11.26,53,13,1.01,1,0.36,1
0.0,0.0,0.341,11.93,49,14,1.0,1,0.34,1
0.0,0.0,0.356,13.04,49,15,0.99,1,0.36,1
0.185,0.0,0.149,13.6,54,16,0.45,1,-0.04,1
0.534,0.0,0.001,11.68,55,17,0.0,1,-0.53,1
2.337,0.0,0.0,10.01,65,18,0.0,1,-2.34,0
2.198,0.0,0.0,8.9,68,19,0.0,0,-2.2,0
0.647,0.0,0.0,8.9,77,20,0.0,0,-0.65,0
0.516,0.0,0.0,7.79,80,21,0.0,0,-0.52,0
0.0,0.469,0.0,7.23,81,22,0.0,0,-0.47,0
0.0,0.418,0.0,6.68,78,23,0.0,0,-0.42,0
0.0,0.394,0.0,6.12,82,0,0.0,0,-0.39,0
0.0,0.378,0.0,6.68,78,1,0.0,0,-0.38,0
0.0,0.307,0.0,6.68,83,2,0.0,0,-0.31,0
0.0,0.327,0.0,6.12,83,3,0.0,0,-0.33,0
0.0,0.295,0.0,5.66,84,4,0.0,0,-0.3,0
0.0,0.328,0.0,5.66,86,5,0.0,0,-0.33,0
0.0,0.277,0.0,5.1,86,6,0.0,0,-0.28,0
0.0,1.083,0.0,4.54,87,7,0.0,1,-1.08,0
0.273,0.0,0.137,4.54,87,8,0.33,1,-0.14,1
0.0,0.0,0.287,5.82,72,9,0.99,1,0.29,1
0.0,0.0,0.31,6.82,66,10,1.0,1,0.31,1
0.298,0.0,0.613,7.93,62,11,0.67,1,0.32,1
0.405,0.0,0.648,9.59,57,12,0.62,1,0.24,1
0.0,0.0,0.277,10.82,57,13,0.99,1,0.28,1
0.023,0.0,0.581,11.82,52,14,0.97,1,0.56,1
0.155,0.0,0.401,12.01,54,15,0.72,1,0.25,1
0.176,0.0,0.155,13.04,59,16,0.47,1,-0.02,1
0.308,0.0,0.003,11.93,61,17,0.01,1,-0.3,1
0.564,0.0,0.0,9.04,71,18,0.0,1,-0.56,0
0.741,0.0,0.0,8.43,73,19,0.0,0,-0.74,0
1.811,0.0,0.0,7.93,76,20,0.0,0,-1.81,0
0.539,0.0,0.0,7.37,79,21,0.0,0,-0.54,0
0.0,0.401,0.0,6.82,82,22,0.0,0,-0.4,0
0.0,0.424,0.0,6.26,85,23,0.0,0,-0.42,0
0.0,0.407,0.0,6.26,78,0,0.0,0,-0.41,0
0.0,0.394,0.0,5.9,81,1,0.0,0,-0.39,0
0.0,0.311,0.0,5.34,84,2,0.0,0,-0.31,0
0.0,0.305,0.0,5.34,87,3,0.0,0,-0.3,0
0.0,0.326,0.0,5.15,77,4,0.0,0,-0.33,0
0.0,0.287,0.0,5.34,79,5,0.0,0,-0.29,0
0.0,0.309,0.0,6.45,78,6,0.0,0,-0.31,0
0.0,1.236,0.0,7.01,78,7,0.0,1,-1.24,0
0.333,0.0,0.039,6.45,77,8,0.11,1,-0.29,1
0.0,0.0,0.293,7.01,78,9,1.01,1,0.29,1
0.0,0.0,0.295,8.12,76,10,0.98,1,0.3,1
0.0,0.0,0.309,9.82,74,11,1.0,1,0.31,1
0.212,0.0,0.376,10.82,71,12,0.64,1,0.16,1
0.007,0.0,0.29,11.82,80,13,0.97,1,0.28,1
0.392,0.0,0.314,11.82,80,14,0.44,1,-0.08,1
0.056,0.0,0.238,11.82,75,15,0.82,1,0.18,1
0.606,0.0,0.169,11.82,72,16,0.22,1,-0.44,1
1.479,0.0,0.003,11.82,65,17,0.0,1,-1.48,1
1.577,0.0,0.0,9.82,73,18,0.0,1,-1.58,0
1.055,0.0,0.0,9.45,75,19,0.0,0,-1.06,0
0.564,0.0,0.0,8.68,78,20,0.0,0,-0.56,0
0.721,0.0,0.0,7.88,81,21,0.0,0,-0.72,0
0.0,0.595,0.0,8.68,83,22,0.0,0,-0.6,0
0.0,0.507,0.0,8.68,83,23,0.0,0,-0.51,0
0.0,0.524,0.0,8.12,85,0,0.0,0,-0.52,0
0.0,0.556,0.0,8.12,85,1,0.0,0,-0.56,0
0.0,0.57,0.0,8.12,86,2,0.0,0,-0.57,0
0.0,0.421,0.0,5.82,85,3,0.0,0,-0.42,0
0.0,0.308,0.0,8.12,85,4,0.0,0,-0.31,0
0.0,0.29,0.0,7.57,84,5,0.0,0,-0.29,0
0.0,0.305,0.0,8.12,85,6,0.0,0,-0.3,0
0.0,0.893,0.0,7.57,84,7,0.0,1,-0.89,0
0.313,0.0,0.173,7.01,84,8,0.35,1,-0.14,1
0.0,0.0,0.299,7.82,79,9,1.0,1,0.3,1
0.0,0.0,0.303,10.15,64,10,1.01,1,0.3,1
0.0,0.0,0.316,10.82,64,11,0.99,1,0.32,1
0.001,0.0,0.596,11.82,56,12,0.99,1,0.6,1
0.063,0.0,0.474,12.82,55,13,0.88,1,0.41,1
0.046,0.0,0.401,14.15,51,14,0.89,1,0.36,1
0.481,0.0,0.44,14.15,51,15,0.48,1,-0.04,1
0.273,0.0,0.185,12.82,51,16,0.4,1,-0.09,1
0.458,0.0,0.009,12.23,53,17,0.02,1,-0.45,1
0.493,0.0,0.0,10.66,63,18,0.0,1,-0.49,0
0.506,0.0,0.0,9.54,64,19,0.0,0,-0.51,0
0.612,0.0,0.0,9.54,67,20,0.0,0,-0.61,0
0.571,0.0,0.0,8.43,69,21,0.0,0,-0.57,0
0.0,0.578,0.0,7.88,74,22,0.0,0,-0.58,0
0.0,0.494,0.0,7.88,77,23,0.0,0,-0.49,0
0.0,0.595,0.0,6.82,78,0,0.0,0,-0.6,0
0.0,0.37,0.0,6.77,80,1,0.0,0,-0.37,0
0.0,0.316,0.0,6.21,83,2,0.0,0,-0.32,0
0.0,0.315,0.0,5.66,85,3,0.0,0,-0.32,0
0.0,0.3,0.0,5.1,87,4,0.0,0,-0.3,0
0.0,0.318,0.0,5.1,87,5,0.0,0,-0.32,0
0.0,1.018,0.0,4.59,74,6,0.0,0,-1.02,0
0.0,1.364,0.0,4.59,74,7,0.0,1,-1.36,0
0.124,0.0,0.179,4.23,89,8,0.6,1,0.05,1
0.062,0.0,0.444,6.26,68,9,0.87,1,0.38,1
0.11,0.0,0.459,7.37,65,10,0.81,1,0.35,1
0.213,0.0,0.652,9.04,62,11,0.76,1,0.44,1
0.0,0.0,0.315,10.7,55,12,0.98,1,0.32,1
0.0,0.0,0.305,12.37,51,13,1.02,1,0.3,1
0.758,0.0,0.408,13.04,51,14,0.35,1,-0.35,1
1.328,0.0,0.544,13.6,53,15,0.29,1,-0.78,1
0.478,0.0,0.182,14.15,54,16,0.28,1,-0.3,1
0.553,0.0,0.002,11.82,57,17,0.0,1,-0.55,1
0.902,0.0,0.0,10.1,62,18,0.0,1,-0.9,0
2.183,0.0,0.0,9.54,66,19,0.0,0,-2.18,0
1.155,0.0,0.0,8.99,67,20,0.0,0,-1.16,0
0.71,0.0,0.0,8.82,67,21,0.0,0,-0.71,0
0.0,1.683,0.0,7.88,73,22,0.0,0,-1.68,0
0.0,0.916,0.0,6.68,75,23,0.0,0,-0.92,0
0.0,0.557,0.0,7.23,76,0,0.0,0,-0.56,0
0.0,0.41,0.0,7.23,78,1,0.0,0,-0.41,0
0.0,0.325,0.0,6.12,79,2,0.0,0,-0.32,0
0.0,0.331,0.0,5.57,80,3,0.0,0,-0.33,0
0.0,0.366,0.0,5.57,81,4,0.0,0,-0.37,0
0.0,0.321,0.0,4.45,83,5,0.0,0,-0.32,0
0.0,0.306,0.0,4.45,83,6,0.0,0,-0.31,0
0.0,1.177,0.0,3.9,84,7,0.0,1,-1.18,0
0.222,0.0,0.176,4.04,71,8,0.44,1,-0.05,1
0.13,0.0,0.437,5.7,65,9,0.77,1,0.31,1
0.657,0.0,0.749,6.93,64,10,0.53,1,0.09,1
0.022,0.0,0.606,8.6,59,11,0.96,1,0.58,1
0.794,0.0,0.995,10.26,56,12,0.56,1,0.2,1
0.0,0.0,0.587,11.38,52,13,0.99,1,0.59,1
0.615,0.0,0.448,11.82,52,14,0.42,1,-0.17,1
0.469,0.0,0.505,12.49,50,15,0.52,1,0.04,1
3.381,0.0,0.192,13.04,48,16,0.05,1,-3.19,1
1.893,0.0,0.002,11.82,48,17,0.0,1,-1.89,1
0.659,0.0,0.0,10.01,53,18,0.0,1,-0.66,0
0.568,0.0,0.0,8.9,57,19,0.0,0,-0.57,0
1.097,0.0,0.0,8.34,67,20,0.0,0,-1.1,0
1.375,0.0,0.0,8.34,76,21,0.0,0,-1.38,0
0.0,1.643,0.0,7.23,84,22,0.0,0,-1.64,0
0.0,1.656,0.0,6.68,87,23,0.0,0,-1.66,0
0.0,0.557,0.0,6.21,87,0,0.0,0,-0.56,0
0.0,0.446,0.0,5.57,86,1,0.0,0,-0.45,0
0.0,0.305,0.0,5.82,84,2,0.0,0,-0.3,0
0.0,0.29,0.0,5.82,84,3,0.0,0,-0.29,0
0.0,0.313,0.0,5.01,82,4,0.0,0,-0.31,0
0.0,0.288,0.0,4.82,82,5,0.0,0,-0.29,0
0.0,0.313,0.0,4.54,82,6,0.0,0,-0.31,0
0.0,2.207,0.0,4.54,83,7,0.0,1,-2.21,0
0.321,0.0,0.191,4.54,82,8,0.37,1,-0.13,1
0.0,0.0,0.362,5.7,66,9,1.01,1,0.36,1
0.407,0.0,0.446,6.82,62,10,0.52,1,0.04,1
1.307,0.0,0.833,8.82,60,11,0.39,1,-0.47,1
0.1,0.0,0.476,9.82,54,12,0.82,1,0.38,1
0.0,0.0,0.302,11.82,53,13,1.01,1,0.3,1
0.302,0.0,0.602,11.93,52,14,0.67,1,0.3,1
0.0,0.0,0.371,13.6,49,15,1.0,1,0.37,1
0.168,0.0,0.191,12.82,48,16,0.53,1,0.02,1
0.275,0.0,0.005,12.23,50,17,0.02,1,-0.27,1
0.698,0.0,0.0,10.57,50,18,0.0,1,-0.7,0
1.087,0.0,0.0,8.43,61,19,0.0,0,-1.09,0
0.468,0.0,0.0,8.9,76,20,0.0,0,-0.47,0
0.443,0.0,0.0,7.32,82,21,0.0,0,-0.44,0
0.0,0.496,0.0,7.23,86,22,0.0,0,-0.5,0
0.0,0.579,0.0,6.68,89,23,0.0,0,-0.58,0
0.0,0.573,0.0,5.66,90,0,0.0,0,-0.57,0
0.0,0.504,0.0,5.57,89,1,0.0,0,-0.5,0
0.0,0.317,0.0,5.01,88,2,0.0,0,-0.32,0
0.0,0.322,0.0,3.99,89,3,0.0,0,-0.32,0
0.0,0.297,0.0,4.45,90,4,0.0,0,-0.3,0
0.0,0.3,0.0,4.45,92,5,0.0,0,-0.3,0
0.0,0.302,0.0,4.45,91,6,0.0,0,-0.3,0
0.0,0.84,0.0,3.34,91,7,0.0,1,-0.84,0
0.174,0.0,0.184,3.9,90,8,0.51,1,0.01,1
0.0,0.0,0.28,5.01,87,9,1.0,1,0.28,1
0.0,0.0,0.283,9.59,58,10,1.01,1,0.28,1
0.617,0.0,0.849,11.26,58,11,0.58,1,0.23,1
0.0,0.0,0.379,11.82,59,12,1.0,1,0.38,1
0.0,0.0,0.295,13.12,54,13,0.98,1,0.3,1
0.488,0.0,0.504,14.23,45,14,0.51,1,0.02,1
0.949,0.0,0.531,14.71,43,15,0.36,1,-0.42,1
0.9,0.0,0.188,15.26,45,16,0.17,1,-0.71,1
0.279,0.0,0.007,13.12,48,17,0.02,1,-0.27,1
0.627,0.0,0.0,10.01,66,18,0.0,1,-0.63,0
2.782,0.0,0.0,8.99,71,19,0.0,0,-2.78,0
0.716,0.0,0.0,8.68,81,20,0.0,0,-0.72,0
0.642,0.0,0.0,8.34,83,21,0.0,0,-0.64,0
0.0,1.635,0.0,7.23,87,22,0.0,0,-1.64,0
0.0,1.706,0.0,6.68,90,23,0.0,0,-1.71,0
0.0,1.65,0.0,6.12,89,0,0.0,0,-1.65,0
0.0,0.585,0.0,5.66,87,1,0.0,0,-0.58,0
0.0,0.394,0.0,6.68,87,2,0.0,0,-0.39,0
0.0,0.325,0.0,7.23,89,3,0.0,0,-0.32,0
0.0,0.289,0.0,7.23,90,4,0.0,0,-0.29,0
0.0,0.299,0.0,7.23,91,5,0.0,0,-0.3,0
0.0,1.803,0.0,7.23,91,6,0.0,0,-1.8,0
0.0,1.476,0.0,7.23,90,7,0.0,1,-1.48,0
